record_id,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y average s1,2y average s2,2y average,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin
367,Male,Third year,Technical maths,18-25,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Bad quality of internet,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,4.0,You do not care about,8 hours or more,3.0,8.0,7.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,High,High,Moderate,High,High,High,High,Moderate,High
381,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",No,Pressure,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,4.0,You do not care about,8 hours or more,4.0,8.0,7.0,7.0,9.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,10.0,11.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Moderate,High
394,Female,Third year,Mathematics,10-17,In the school's library,Alone,"Lectures, Learning by practicing","Books, YouTube videos",No,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,1.0,1.0,You do not care about,8 hours or more,3.0,8.0,8.0,6.0,2.0,Not having a good (powerful) computer,Negatively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,11.0,11.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,High,Moderate,High,Low,Moderate,High,High,Moderate,High,High
405,Female,Third year,Mathematics,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online documents, YouTube videos",No,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,7.0,8.0,6.0,6.0,Lack of time,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,11.0,11.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,High
406,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online documents",No,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of time,Bad quality of internet,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,9.0,8.0,8.0,7.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,11.0,13.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,High,High,Low,Moderate,High,High,High,High,High
407,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, YouTube videos",No,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Pressure,Teaching language,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,5.0,5.0,You do not care about,5-7 hours,4.0,7.0,8.0,8.0,8.0,Lack of time,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,High,High,High,Moderate,High,High,High,High,High,High
408,Female,Third year,Mathematics,34-41,In the school's library,Alone,"Project-based learning, Mind mapping and visualization","Online tutorials, YouTube videos",Yes,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,4.0,5.0,You do not care about,5-7 hours,4.0,8.0,8.0,8.0,7.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,Very High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,High,High,High,High,Low,Moderate,High,High,High,High,High
409,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing",Online documents,Yes,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Not having a good (powerful) computer,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",4.0,No,4.0,4.0,You do not care about,5-7 hours,3.0,9.0,8.0,9.0,4.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,13.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,High,High,High,Moderate,Moderate,High,High,High,High,High,High
410,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online tutorials, YouTube videos",No,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of time,Pressure,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,2.0,You do not care about,5-7 hours,3.0,9.0,8.0,7.0,7.0,Private life problems,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,14.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,Very High,High,Very High,High,High,Moderate,High,High,High,High,Moderate,High
411,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,3.0,5.0,You do not care about,5-7 hours,4.0,9.0,8.0,8.0,7.0,Teachers' teaching method,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,13.0,14.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Very High,Very High,High,High,Moderate,Moderate,High,High,High,High,High
416,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Bad quality of internet,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,9.0,8.0,7.0,7.0,Teachers' teaching method,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,Moderate,Moderate,Moderate,Moderate,High,High,High,High,Very High
417,Female,Third year,Mathematics,10-17,In your room (dorms),In peer,"Lectures, Learning by practicing, Project-based learning","Online tutorials, Online documents",No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,5.0,You do not care about,5-7 hours,3.0,8.0,8.0,8.0,9.0,Pressure,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,High,High,High,Moderate,Moderate,Moderate,High,High,High,High
432,Female,Second year,Mathematics,18-25,At home,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Teachers' teaching method,Teaching language,Lack of motivation,3.0,No,5.0,5.0,You do not care about,5-7 hours,4.0,9.0,8.0,8.0,8.0,Bad quality of internet,You do not care about,2,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,9.0,11.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,High,Moderate,Very High
433,Female,Third year,Technical maths,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Bad quality of internet,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,5.0,You do not care about,5-7 hours,3.0,8.0,8.0,8.0,6.0,Lack of time,Positively,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,11.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,Moderate,Moderate,Low,High,High,High,High,High,High
434,Male,Third year,Mathematics,18-25,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online documents, YouTube videos",No,Private life problems,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,7.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Very High,15.0,16.0,Moderate,Very High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Very High,Very High,Very High,High,High,High,High,Very High,High,High,High
439,Female,Third year,Technical maths,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization","Online tutorials, Online documents",No,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teachers' teaching method,Bad quality of internet,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,4.0,4.0,You do not care about,8 hours or more,3.0,9.0,8.0,7.0,5.0,Lack of time,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,Moderate,9.0,10.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,High
440,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Online documents, YouTube videos",No,Pressure,Private life problems,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,8 hours or more,3.0,8.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,16.0,15.0,17.0,Moderate,Moderate,Very Low,Moderate,Very High,Moderate,Moderate,High,Moderate,Moderate,Low,Very High,Very High,Very High,Very High,Very High,High,Very High,Very High,Very High,Very High,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,Moderate,Moderate,High,Low,High,High,High,High,High,High
