record_id,timestamp,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,1y average s1,1y average s2,1y average,2y average s1,2y average s2,2y average,3y average s1,3y average s2,3y average,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,3y data mining,3y operations research,3y stochastic,3y software engineering,3y networks and protocols,3y mobile development,3y entrepreneurship and innovation,3y machine learning,3y numerical methods and optimisation,3y time series,3y advanced databases,3y computer and network security,4 forth,how do others feedbacks influence you,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin
418,,Female,First year,Mathematics,26-33,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization","Books, Online documents",Yes,Pressure,Lack of time,Bad quality of internet,,Teachers' teaching method,Private life problems,Teaching language,Not having a good (powerful) computer,,3,Yes,5,4,,5-7 hours,4,8,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
419,2025/01/08 6:13:35 PM GMT+1,Female,First year,Science,34-41,In your room (dorms),Alone,Learning by practicing;Interactive workshops,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,,3,Yes,5,5,You do not care about,5-7 hours,4,7,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,Female,First year,Science,More than 41 hours,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Interactive workshops","Online documents, YouTube videos, The Indian guy on YouTube ??",Yes,Pressure,Lack of time,Not having a good (powerful) computer,,Teaching language,Teachers' teaching method,Bad quality of internet,Private life problems,,2,No,5,5,,4 hours or less,1,3,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Negatively,,,,,,,,,,,,,,,,,,,,,,
421,,Female,First year,Mathematics,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials","Online documents, YouTube videos",Yes,Bad quality of internet,Lack of time,Pressure,,Teachers' teaching method,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,4,5,,5-7 hours,2,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
422,2025/01/12 7:31:48 AM GMT+1,Female,First year,Mathematics,26-33,In your room (dorms),Alone,Learning by practicing;Mind mapping and visualization,Online documents;YouTube videos,Yes,Pressure,Lack of time,Bad quality of internet,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teachers' teaching method,Teaching language,Self doubt when others perform better than me,3,No,5,5,You do not care about,5-7 hours,4,10,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,Female,First year,Science,18-25,At home,Alone,"Lectures, Learning by practicing","Online documents, Lectures, worksheets, labsheets",No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,2,No,2,3,,5-7 hours,3,7,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,Negatively,,,,,,,,,,,,,,,,,,,,,,
424,2025/01/08 8:38:58 PM GMT+1,Male,First year,Mathematics,10-17,At home,Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops,Online tutorials;Online documents,No,Private life problems,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Not having a good (powerful) computer,Teachers' teaching method,Teaching language,Poor time management skills and trouble focusing,3,Yes,3,4,You do not care about,5-7 hours,2,10,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,Male,First year,Mathematics,26-33,In the school's library,Alone,"Lectures, Learning by practicing, Project-based learning",Online documents,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,,Bad quality of internet,Pressure,Teaching language,Private life problems,,3,Yes,5,4,,8 hours or more,5,8,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teaching language,Positively,,,,,,,,,,,,,,,,,,,,,,
426,2025/01/08 9:46:45 PM GMT+1,Female,Fourth year,Technical maths,10-17,In your room (dorms),Alone,Project-based learning;Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,,3,No,4,4,You do not care about,5-7 hours,2,9,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,Female,First year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Teachers' teaching method,,Private life problems,Not having a good (powerful) computer,Bad quality of internet,Teaching language,,3,No,4,4,,5-7 hours,2,9,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Negatively,,,,,,,,,,,,,,,,,,,,,,
428,2025/01/08 6:00:43 PM GMT+1,Male,Fourth year,Mathematics,18-25,In the school's library,In peer,Learning by practicing;Project-based learning,Online tutorials;Online documents;YouTube videos,No,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Pressure,Bad quality of internet,Pressure,Teaching language,Private life problems,,2,Yes,2,4,You do not care about,5-7 hours,3,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2025/01/08 7:16:41 PM GMT+1,Female,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books;Online documents;YouTube videos,No,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,,1,No,3,5,You do not care about,8 hours or more,3,9,8,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,Male,First year,Technical maths,18-25,In the school's library,Alone,"Lectures, Learning by practicing, Mind mapping and visualization","Online documents, YouTube videos",No,Private life problems,Lack of time,Pressure,,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,,3,No,4,5,,5-7 hours,3,7,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
431,,Female,First year,Science,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Interactive workshops, Online courses and tutorials","Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Lack of time,Bad quality of internet,,Private life problems,Teachers' teaching method,Teaching language,Lack of time,,4,No,5,5,,8 hours or more,3,10,8,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,You do not care about,,,,,,,,,,,,,,,,,,,,,,
432,,Female,Second year,Mathematics,18-25,At home,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Lack of time,,Not having a good (powerful) computer,Private life problems,Teachers' teaching method,Teaching language,,3,No,5,5,,5-7 hours,4,9,8,8,8,,,,High,9.0,11.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,,,,,,,,,,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,High,Moderate,Very High
433,,Female,Third year,Technical maths,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Bad quality of internet,Pressure,Teachers' teaching method,,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Bad quality of internet,,2,Yes,3,5,,5-7 hours,3,8,8,8,6,,,,High,11.0,12.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of time,Positively,,,,,,,,,,Very High,High,High,High,Moderate,Moderate,Low,High,High,High,High,High,High
434,,Male,Third year,Mathematics,18-25,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online documents, YouTube videos",No,Private life problems,Pressure,Lack of time,,Not having a good (powerful) computer,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,,3,No,4,4,,8 hours or more,3,7,8,7,7,,,,Very High,15.0,16.0,,,,,,,,,,,,,,,,,Very High,,High,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,,,,,,,,,,Very High,High,Very High,Very High,Very High,High,High,High,High,Very High,High,High,High
435,2025/01/08 7:12:56 PM GMT+1,Male,First year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing,Books;YouTube videos,Yes,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Bad quality of internet,Teachers' teaching method,Teaching language,Private life problems,Not having a good (powerful) computer,,3,No,4,5,Positively,8 hours or more,3,7,8,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,Female,First year,Mathematics,10-17,At home,Alone,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of time,Pressure,Bad quality of internet,,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,,4,No,5,5,,5-7 hours,4,7,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
437,,Female,First year,Science,18-25,In the school's library,In peer,"Learning by practicing, Online courses and tutorials","Books, YouTube videos",No,Lack of time,Pressure,Bad quality of internet,,Teachers' teaching method,Teaching language,Private life problems,Not having a good (powerful) computer,,2,No,4,4,,8 hours or more,3,8,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
438,,Female,First year,Mathematics,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops","Online documents, YouTube videos",Yes,Lack of time,Pressure,Teachers' teaching method,,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Teaching language,,3,No,4,4,,5-7 hours,4,8,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,,,,,,,,,,,,,
439,,Female,Third year,Technical maths,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization","Online tutorials, Online documents",No,Pressure,Private life problems,Lack of previous knowledge or experience in the field,,Not having a good (powerful) computer,Teachers' teaching method,Bad quality of internet,Teaching language,,3,No,4,4,,8 hours or more,3,9,8,7,5,,,,Moderate,9.0,10.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,High
440,,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Online documents, YouTube videos",No,Pressure,Private life problems,Lack of time,,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,,3,Yes,4,4,,8 hours or more,3,8,8,7,7,,,,High,12.0,13.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,,,,,,,,,,Very High,High,Moderate,Moderate,Moderate,High,Low,High,High,High,High,High,High
441,,Male,Third year,Mathematics,10-17,In the school's library,Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, YouTube videos",No,Teachers' teaching method,Private life problems,Bad quality of internet,,Lack of previous knowledge or experience in the field,Lack of time,Teaching language,Pressure,,3,Yes,3,3,,8 hours or more,5,8,8,8,2,,,,High,13.0,13.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Not having a good (powerful) computer,You do not care about,,,,,,,,,,High,Very High,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,High,High,High,High
442,2025/01/08 6:42:34 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Online courses and tutorials,Online tutorials;YouTube videos,No,Lack of time,Private life problems,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Pressure,Teachers' teaching method,Teaching language,,4,Yes,4,4,You do not care about,8 hours or more,3,3,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2025/01/08 6:01:30 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing,Online tutorials,No,Pressure,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Not having a good (powerful) computer,Teaching language,,3,No,1,2,You do not care about,5-7 hours,4,9,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,Female,Third year,Technical maths,26-33,In the school's library,Alone,"Lectures, Learning by practicing, Mind mapping and visualization, Interactive workshops","Books, Online tutorials, Online documents",Yes,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,5,,5-7 hours,4,8,8,7,8,,,,High,11.0,11.0,,,,,,,,,,,,,,,,,High,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of time,You do not care about,,,,,,,,,,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,High,Moderate,High
445,,Female,Third year,Mathematics,10-17,In the school's library,In peer,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents",Yes,Private life problems,Teachers' teaching method,Pressure,,Lack of time,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,,2,Yes,3,3,,5-7 hours,2,10,8,8,7,,,,Moderate,12.0,11.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,You do not care about,,,,,,,,,,High,High,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High
446,,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, YouTube videos",No,Bad quality of internet,Teachers' teaching method,Pressure,,Lack of time,Teaching language,Pressure,Pressure,,2,Yes,4,5,,8 hours or more,3,6,8,7,7,,,,High,12.0,12.0,,,,,,,,,,,,,,,,,Moderate,,High,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,You do not care about,,,,,,,,,,High,Moderate,High,Moderate,Moderate,High,Moderate,High,High,High,High,High,High
447,,Female,First year,Technical maths,18-25,In your room (dorms),Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Pressure,Teachers' teaching method,Teaching language,,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Not having a good (powerful) computer,,2,No,2,3,,5-7 hours,3,4,8,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad quality of internet,Negatively,,,,,,,,,,,,,,,,,,,,,,
448,,Female,First year,Science,18-25,In the school's library,Alone,"Lectures, Learning by practicing, Mind mapping and visualization","Online documents, YouTube videos",No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,3,No,5,5,,8 hours or more,4,7,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pressure,Positively,,,,,,,,,,,,,,,,,,,,,,
449,,Female,First year,Mathematics,18-25,At home,Alone,"Learning by practicing, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, YouTube videos",No,Pressure,Teachers' teaching method,Lack of time,,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,,3,No,3,4,,4 hours or less,1,9,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private life problems,Negatively,,,,,,,,,,,,,,,,,,,,,,
450,,Male,First year,Mathematics,18-25,In the school's library,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization","Books, Online documents, YouTube videos",Yes,Lack of time,Teachers' teaching method,Teaching language,,Pressure,Bad quality of internet,Not having a good (powerful) computer,Private life problems,,3,Yes,3,4,,8 hours or more,3,9,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of previous knowledge or experience in the field,Positively,,,,,,,,,,,,,,,,,,,,,,
451,,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Lectures,YouTube videos,No,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,,Teaching language,Teaching language,Teaching language,Teaching language,,2,Yes,5,5,,5-7 hours,5,7,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,,,,,,,,,,,,,
452,,Female,First year,Science,18-25,In your room (dorms),Alone,Learning by practicing,YouTube videos,Yes,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,,Lack of time,Private life problems,Pressure,Bad quality of internet,,3,No,4,5,,5-7 hours,5,8,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teachers' teaching method,You do not care about,,,,,,,,,,,,,,,,,,,,,,
